Abilify		Alcohols
Relate - vinyl resin		Caffeine
Caffeine		Enoxacin
Caffeine		Relate - vinyl resin
Pharmacologic Substance		Bextra
Pharmacologic Substance		Warfarin
Bextra		Pharmacologic Substance
Bextra		Warfarin
Warfarin		Pharmacologic Substance
Warfarin		Bextra
Isradipine		Rifampin
Rifampin		Isradipine
Indomethacin		Anti-Inflammatory Agents, Non-Steroidal
Indomethacin		Diflunisal
Anti-Inflammatory Agents, Non-Steroidal		Indomethacin
Anti-Inflammatory Agents, Non-Steroidal		Diflunisal
Diflunisal		Indomethacin
Diflunisal		Anti-Inflammatory Agents, Non-Steroidal
Propranolol		Colestid
Colestid		Propranolol
Cyclosporine		Tacrolimus
Cyclosporine		Digoxin
Cyclosporine		Itraconazole
Cyclosporine		Pharmaceutical Preparations
Tacrolimus		Cyclosporine
Tacrolimus		Digoxin
Tacrolimus		Itraconazole
Tacrolimus		Pharmaceutical Preparations
Digoxin		Cyclosporine
Digoxin		Tacrolimus
Digoxin		Itraconazole
Digoxin		Pharmaceutical Preparations
Itraconazole		Cyclosporine
Itraconazole		Tacrolimus
Itraconazole		Digoxin
Itraconazole		Pharmaceutical Preparations
Pharmaceutical Preparations		Cyclosporine
Pharmaceutical Preparations		Tacrolimus
Pharmaceutical Preparations		Digoxin
Pharmaceutical Preparations		Itraconazole
Pipracil		Probenecid
Pipracil		Piperacillin
Probenecid		Pipracil
Probenecid		Piperacillin
Piperacillin		Pipracil
Piperacillin		Probenecid
Valproate		Felbatol
Felbatol		Valproate
Succinylcholine		Nimbex
Nimbex		Succinylcholine
Diflunisal		Sulindac sulfide metabolite
Diflunisal		Sulindac
Sulindac sulfide metabolite		Diflunisal
Sulindac sulfide metabolite		Sulindac
Sulindac		Diflunisal
Sulindac		Sulindac sulfide metabolite
Nitrosamines		Disulfiram
Disulfiram		Nitrosamines
Allopurinol		mercaptopurine
Allopurinol		6-thiouric acid
Allopurinol		Azathioprine
Allopurinol		Enzymes
mercaptopurine		Allopurinol
mercaptopurine		6-thiouric acid
mercaptopurine		Azathioprine
mercaptopurine		Enzymes
6-thiouric acid		Allopurinol
6-thiouric acid		mercaptopurine
6-thiouric acid		Azathioprine
6-thiouric acid		Enzymes
Azathioprine		Allopurinol
Azathioprine		mercaptopurine
Azathioprine		6-thiouric acid
Azathioprine		Enzymes
Enzymes		Allopurinol
Enzymes		mercaptopurine
Enzymes		6-thiouric acid
Enzymes		Azathioprine
Valium		Relate - vinyl resin
Valium		Heroin
Valium		Benzodiazepines
Valium		Diazepam
Valium		Central Nervous System Depressants
Valium		Methadone
Valium		Alcohols
Relate - vinyl resin		Valium
Relate - vinyl resin		Heroin
Relate - vinyl resin		Benzodiazepines
Relate - vinyl resin		Diazepam
Relate - vinyl resin		Central Nervous System Depressants
Relate - vinyl resin		Methadone
Relate - vinyl resin		Alcohols
Heroin		Valium
Heroin		Relate - vinyl resin
Heroin		Benzodiazepines
Heroin		Diazepam
Heroin		Central Nervous System Depressants
Heroin		Methadone
Heroin		Alcohols
Benzodiazepines		Valium
Benzodiazepines		Relate - vinyl resin
Benzodiazepines		Heroin
Benzodiazepines		Diazepam
Benzodiazepines		Central Nervous System Depressants
Benzodiazepines		Methadone
Benzodiazepines		Alcohols
Diazepam		Valium
Diazepam		Relate - vinyl resin
Diazepam		Heroin
Diazepam		Benzodiazepines
Diazepam		Central Nervous System Depressants
Diazepam		Methadone
Diazepam		Alcohols
Central Nervous System Depressants		Valium
Central Nervous System Depressants		Relate - vinyl resin
Central Nervous System Depressants		Heroin
Central Nervous System Depressants		Benzodiazepines
Central Nervous System Depressants		Diazepam
Central Nervous System Depressants		Methadone
Central Nervous System Depressants		Alcohols
Methadone		Valium
Methadone		Relate - vinyl resin
Methadone		Heroin
Methadone		Benzodiazepines
Methadone		Diazepam
Methadone		Central Nervous System Depressants
Methadone		Alcohols
Alcohols		Valium
Alcohols		Relate - vinyl resin
Alcohols		Heroin
Alcohols		Benzodiazepines
Alcohols		Diazepam
Alcohols		Central Nervous System Depressants
Alcohols		Methadone
Ethanol		Antihistamines
Ethanol		Benzodiazepines
Ethanol		Pharmaceutical Preparations
Ethanol		Central Nervous System Depressants
Ethanol		Alprazolam
Ethanol		Anticonvulsants
Antihistamines		Ethanol
Antihistamines		Benzodiazepines
Antihistamines		Pharmaceutical Preparations
Antihistamines		Central Nervous System Depressants
Antihistamines		Alprazolam
Antihistamines		Anticonvulsants
Benzodiazepines		Ethanol
Benzodiazepines		Antihistamines
Benzodiazepines		Pharmaceutical Preparations
Benzodiazepines		Central Nervous System Depressants
Benzodiazepines		Alprazolam
Benzodiazepines		Anticonvulsants
Pharmaceutical Preparations		Ethanol
Pharmaceutical Preparations		Antihistamines
Pharmaceutical Preparations		Benzodiazepines
Pharmaceutical Preparations		Central Nervous System Depressants
Pharmaceutical Preparations		Alprazolam
Pharmaceutical Preparations		Anticonvulsants
Central Nervous System Depressants		Ethanol
Central Nervous System Depressants		Antihistamines
Central Nervous System Depressants		Benzodiazepines
Central Nervous System Depressants		Pharmaceutical Preparations
Central Nervous System Depressants		Alprazolam
Central Nervous System Depressants		Anticonvulsants
Alprazolam		Ethanol
Alprazolam		Antihistamines
Alprazolam		Benzodiazepines
Alprazolam		Pharmaceutical Preparations
Alprazolam		Central Nervous System Depressants
Alprazolam		Anticonvulsants
Anticonvulsants		Ethanol
Anticonvulsants		Antihistamines
Anticonvulsants		Benzodiazepines
Anticonvulsants		Pharmaceutical Preparations
Anticonvulsants		Central Nervous System Depressants
Anticonvulsants		Alprazolam
Dantrolene		Vecuronium
Vecuronium		Dantrolene
Antihypertensive Agents		Indomethacin
Antihypertensive Agents		Anti-Inflammatory Agents, Non-Steroidal
Antihypertensive Agents		Losartan
Indomethacin		Antihypertensive Agents
Indomethacin		Anti-Inflammatory Agents, Non-Steroidal
Indomethacin		Losartan
Anti-Inflammatory Agents, Non-Steroidal		Antihypertensive Agents
Anti-Inflammatory Agents, Non-Steroidal		Indomethacin
Anti-Inflammatory Agents, Non-Steroidal		Losartan
Losartan		Antihypertensive Agents
Losartan		Indomethacin
Losartan		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents		Cyclosporine
Anti-Inflammatory Agents		Epoprostenol
Cyclosporine		Anti-Inflammatory Agents
Cyclosporine		Epoprostenol
Epoprostenol		Anti-Inflammatory Agents
Epoprostenol		Cyclosporine
Itraconazole		Terfenadine
Terfenadine		Itraconazole
Dexamethasone		aprepitant
Dexamethasone		Adrenal Cortex Hormones
aprepitant		Dexamethasone
aprepitant		Adrenal Cortex Hormones
Adrenal Cortex Hormones		Dexamethasone
Adrenal Cortex Hormones		aprepitant
Quinolones		Theophylline
Theophylline		Quinolones
Aminoglycosides		Piperacillin
Piperacillin		Aminoglycosides
Thiazides		Pharmaceutical Preparations
Thiazides		Tubocurarine
Pharmaceutical Preparations		Thiazides
Pharmaceutical Preparations		Tubocurarine
Tubocurarine		Thiazides
Tubocurarine		Pharmaceutical Preparations
Dopamine		Catecholamines
Dopamine		Norepinephrine
Dopamine		Bretylium Tosylate
Dopamine		Pressors
Catecholamines		Dopamine
Catecholamines		Norepinephrine
Catecholamines		Bretylium Tosylate
Catecholamines		Pressors
Norepinephrine		Dopamine
Norepinephrine		Catecholamines
Norepinephrine		Bretylium Tosylate
Norepinephrine		Pressors
Bretylium Tosylate		Dopamine
Bretylium Tosylate		Catecholamines
Bretylium Tosylate		Norepinephrine
Bretylium Tosylate		Pressors
Pressors		Dopamine
Pressors		Catecholamines
Pressors		Norepinephrine
Pressors		Bretylium Tosylate
Diuretics		saluretic
Diuretics		Anti-Inflammatory Agents, Non-Steroidal
Diuretics		Thiazide Diuretics
saluretic		Diuretics
saluretic		Anti-Inflammatory Agents, Non-Steroidal
saluretic		Thiazide Diuretics
Anti-Inflammatory Agents, Non-Steroidal		Diuretics
Anti-Inflammatory Agents, Non-Steroidal		saluretic
Anti-Inflammatory Agents, Non-Steroidal		Thiazide Diuretics
Thiazide Diuretics		Diuretics
Thiazide Diuretics		saluretic
Thiazide Diuretics		Anti-Inflammatory Agents, Non-Steroidal
Anticoagulants, Oral		Quinolones
Anticoagulants, Oral		Warfarin
Quinolones		Anticoagulants, Oral
Quinolones		Warfarin
Warfarin		Anticoagulants, Oral
Warfarin		Quinolones
Lithium		Hydrochlorothiazide
Hydrochlorothiazide		Lithium
grepafloxacin		Theophylline
Theophylline		grepafloxacin
Cyclosporine		Tricor
Cyclosporine		Pharmaceutical Preparations
Cyclosporine		Creatinine
Cyclosporine		Fibrates
Tricor		Cyclosporine
Tricor		Pharmaceutical Preparations
Tricor		Creatinine
Tricor		Fibrates
Pharmaceutical Preparations		Cyclosporine
Pharmaceutical Preparations		Tricor
Pharmaceutical Preparations		Creatinine
Pharmaceutical Preparations		Fibrates
Creatinine		Cyclosporine
Creatinine		Tricor
Creatinine		Pharmaceutical Preparations
Creatinine		Fibrates
Fibrates		Cyclosporine
Fibrates		Tricor
Fibrates		Pharmaceutical Preparations
Fibrates		Creatinine
Azithromycin		Fluconazole
Azithromycin		efavirenz
Fluconazole		Azithromycin
Fluconazole		efavirenz
efavirenz		Azithromycin
efavirenz		Fluconazole
Flolan		Anticoagulants
Flolan		Antiplatelet Agents
Anticoagulants		Flolan
Anticoagulants		Antiplatelet Agents
Antiplatelet Agents		Flolan
Antiplatelet Agents		Anticoagulants
Naproxen sodium		Naproxen
Naproxen sodium		Neurontin
Naproxen sodium		gabapentin
Naproxen		Naproxen sodium
Naproxen		Neurontin
Naproxen		gabapentin
Neurontin		Naproxen sodium
Neurontin		Naproxen
Neurontin		gabapentin
gabapentin		Naproxen sodium
gabapentin		Naproxen
gabapentin		Neurontin
Coagulants		Anticoagulants
Coagulants		Anti-Inflammatory Agents, Non-Steroidal
Coagulants		Flurbiprofen
Anticoagulants		Coagulants
Anticoagulants		Anti-Inflammatory Agents, Non-Steroidal
Anticoagulants		Flurbiprofen
Anti-Inflammatory Agents, Non-Steroidal		Coagulants
Anti-Inflammatory Agents, Non-Steroidal		Anticoagulants
Anti-Inflammatory Agents, Non-Steroidal		Flurbiprofen
Flurbiprofen		Coagulants
Flurbiprofen		Anticoagulants
Flurbiprofen		Anti-Inflammatory Agents, Non-Steroidal
Tetracyclines		Accutane
Accutane		Tetracyclines
Ketamine		Levothyroxine Sodium
Levothyroxine Sodium		Ketamine
Videx		Ciprofloxacin
Ciprofloxacin		Videx
Pharmacologic Substance		Tricyclic Antidepressive Agents
Pharmacologic Substance		Guanethidine
Pharmacologic Substance		Clonidine
Tricyclic Antidepressive Agents		Pharmacologic Substance
Tricyclic Antidepressive Agents		Guanethidine
Tricyclic Antidepressive Agents		Clonidine
Guanethidine		Pharmacologic Substance
Guanethidine		Tricyclic Antidepressive Agents
Guanethidine		Clonidine
Clonidine		Pharmacologic Substance
Clonidine		Tricyclic Antidepressive Agents
Clonidine		Guanethidine
Pharmaceutical Preparations		grepafloxacin
Pharmaceutical Preparations		Theophylline
grepafloxacin		Pharmaceutical Preparations
grepafloxacin		Theophylline
Theophylline		Pharmaceutical Preparations
Theophylline		grepafloxacin
aprepitant		Warfarin
Warfarin		aprepitant
Lithium		Atacand
Atacand		Lithium
Erythromycin		Ketoconazole
Erythromycin		Gemfibrozil
Erythromycin		Itraconazole
Erythromycin		bexarotene
Ketoconazole		Erythromycin
Ketoconazole		Gemfibrozil
Ketoconazole		Itraconazole
Ketoconazole		bexarotene
Gemfibrozil		Erythromycin
Gemfibrozil		Ketoconazole
Gemfibrozil		Itraconazole
Gemfibrozil		bexarotene
Itraconazole		Erythromycin
Itraconazole		Ketoconazole
Itraconazole		Gemfibrozil
Itraconazole		bexarotene
bexarotene		Erythromycin
bexarotene		Ketoconazole
bexarotene		Gemfibrozil
bexarotene		Itraconazole
Metoclopramide		Zalcitabine
Zalcitabine		Metoclopramide
Fluvoxamine		Diazepam
Diazepam		Fluvoxamine
Carbonic Anhydrase Inhibitors		salicylate
Carbonic Anhydrase Inhibitors		dorzolamide
salicylate		Carbonic Anhydrase Inhibitors
salicylate		dorzolamide
dorzolamide		Carbonic Anhydrase Inhibitors
dorzolamide		salicylate
Pharmaceutical Preparations		Fluoxetine
Pharmaceutical Preparations		Alprazolam
Fluoxetine		Pharmaceutical Preparations
Fluoxetine		Alprazolam
Alprazolam		Pharmaceutical Preparations
Alprazolam		Fluoxetine
Tracleer		Hypoglycemic Agents
Tracleer		Glyburide
Hypoglycemic Agents		Tracleer
Hypoglycemic Agents		Glyburide
Glyburide		Tracleer
Glyburide		Hypoglycemic Agents
Sodium Meclofenamate		Warfarin
Warfarin		Sodium Meclofenamate
isoniazid		Phenytoin
Phenytoin		isoniazid
Butyrophenones		2-Bromoergocryptine Mesylate
Butyrophenones		Dopamine Antagonists
2-Bromoergocryptine Mesylate		Butyrophenones
2-Bromoergocryptine Mesylate		Dopamine Antagonists
Dopamine Antagonists		Butyrophenones
Dopamine Antagonists		2-Bromoergocryptine Mesylate
Anticoagulants		Diclofenac
Anticoagulants		Anti-Inflammatory Agents, Non-Steroidal
Anticoagulants		Warfarin
Diclofenac		Anticoagulants
Diclofenac		Anti-Inflammatory Agents, Non-Steroidal
Diclofenac		Warfarin
Anti-Inflammatory Agents, Non-Steroidal		Anticoagulants
Anti-Inflammatory Agents, Non-Steroidal		Diclofenac
Anti-Inflammatory Agents, Non-Steroidal		Warfarin
Warfarin		Anticoagulants
Warfarin		Diclofenac
Warfarin		Anti-Inflammatory Agents, Non-Steroidal
Busulfex		Phenytoin
Phenytoin		Busulfex
Hypnotics		Anesthetics
Hypnotics		Opioids
Hypnotics		Sedatives
Hypnotics		Hypnotics and Sedatives
Hypnotics		Precedex
Anesthetics		Hypnotics
Anesthetics		Opioids
Anesthetics		Sedatives
Anesthetics		Hypnotics and Sedatives
Anesthetics		Precedex
Opioids		Hypnotics
Opioids		Anesthetics
Opioids		Sedatives
Opioids		Hypnotics and Sedatives
Opioids		Precedex
Sedatives		Hypnotics
Sedatives		Anesthetics
Sedatives		Opioids
Sedatives		Hypnotics and Sedatives
Sedatives		Precedex
Hypnotics and Sedatives		Hypnotics
Hypnotics and Sedatives		Anesthetics
Hypnotics and Sedatives		Opioids
Hypnotics and Sedatives		Sedatives
Hypnotics and Sedatives		Precedex
Precedex		Hypnotics
Precedex		Anesthetics
Precedex		Opioids
Precedex		Sedatives
Precedex		Hypnotics and Sedatives
Calcium		Antacids
Antacids		Calcium
Norfloxacin		Relate - vinyl resin
Norfloxacin		Theophylline
Relate - vinyl resin		Norfloxacin
Relate - vinyl resin		Theophylline
Theophylline		Norfloxacin
Theophylline		Relate - vinyl resin
Diuretics		Lotensin
Lotensin		Diuretics
Digoxin		Acarbose
Acarbose		Digoxin
Chlorprothixene		Tricyclic Antidepressive Agents
Chlorprothixene		Anticholinergic Agents
Chlorprothixene		Antiparkinson Agents
Tricyclic Antidepressive Agents		Chlorprothixene
Tricyclic Antidepressive Agents		Anticholinergic Agents
Tricyclic Antidepressive Agents		Antiparkinson Agents
Anticholinergic Agents		Chlorprothixene
Anticholinergic Agents		Tricyclic Antidepressive Agents
Anticholinergic Agents		Antiparkinson Agents
Antiparkinson Agents		Chlorprothixene
Antiparkinson Agents		Tricyclic Antidepressive Agents
Antiparkinson Agents		Anticholinergic Agents
Epinephrine		Sympathomimetics
Epinephrine		Pharmaceutical Preparations
Sympathomimetics		Epinephrine
Sympathomimetics		Pharmaceutical Preparations
Pharmaceutical Preparations		Epinephrine
Pharmaceutical Preparations		Sympathomimetics
Aminoglutethimide		Warfarin
Aminoglutethimide		coumarin
Warfarin		Aminoglutethimide
Warfarin		coumarin
coumarin		Aminoglutethimide
coumarin		Warfarin
valdecoxib		Omeprazole
Omeprazole		valdecoxib
Ketoconazole		antineoplaston A10
Ketoconazole		vardenafil
antineoplaston A10		Ketoconazole
antineoplaston A10		vardenafil
vardenafil		Ketoconazole
vardenafil		antineoplaston A10
Enoxacin		Relate - vinyl resin
Enoxacin		Theophylline
Relate - vinyl resin		Enoxacin
Relate - vinyl resin		Theophylline
Theophylline		Enoxacin
Theophylline		Relate - vinyl resin
Sulfapyridine		Tylenol
Sulfapyridine		Acetaminophen
Tylenol		Sulfapyridine
Tylenol		Acetaminophen
Acetaminophen		Sulfapyridine
Acetaminophen		Tylenol
Ketoprofen		Caffeine
Caffeine		Ketoprofen
Stimulant		Adrenergic beta-Antagonists
Adrenergic beta-Antagonists		Stimulant
Ketoconazole		vardenafil
vardenafil		Ketoconazole
Calcium		Ibandronate
Calcium		Iron
Ibandronate		Calcium
Ibandronate		Iron
Iron		Calcium
Iron		Ibandronate
Antiepileptic Agents		Felbatol
Felbatol		Antiepileptic Agents
Nitroglycerin		Vasodilator Agents
Vasodilator Agents		Nitroglycerin
Insulin		Androgens
Androgens		Insulin
Amprenavir		Ritonavir
Ritonavir		Amprenavir
Tranquilizing Agents		Antihistamines
Tranquilizing Agents		Barbiturates
Tranquilizing Agents		Central Nervous System Depressants
Tranquilizing Agents		Alcohols
Antihistamines		Tranquilizing Agents
Antihistamines		Barbiturates
Antihistamines		Central Nervous System Depressants
Antihistamines		Alcohols
Barbiturates		Tranquilizing Agents
Barbiturates		Antihistamines
Barbiturates		Central Nervous System Depressants
Barbiturates		Alcohols
Central Nervous System Depressants		Tranquilizing Agents
Central Nervous System Depressants		Antihistamines
Central Nervous System Depressants		Barbiturates
Central Nervous System Depressants		Alcohols
Alcohols		Tranquilizing Agents
Alcohols		Antihistamines
Alcohols		Barbiturates
Alcohols		Central Nervous System Depressants
Sodium Cephalothin		Coly Mycin M
Coly Mycin M		Sodium Cephalothin
Pharmaceutical Preparations		Flurbiprofen
Flurbiprofen		Pharmaceutical Preparations
Gallamine		Ether, Ethyl
Gallamine		sodium citrate
Gallamine		Curare
Gallamine		Succinylcholine
Gallamine		Coly Mycin M
Gallamine		Pharmaceutical Preparations
Gallamine		Muscle relaxants
Gallamine		decamethonium
Gallamine		Tubocurarine
Ether, Ethyl		Gallamine
Ether, Ethyl		sodium citrate
Ether, Ethyl		Curare
Ether, Ethyl		Succinylcholine
Ether, Ethyl		Coly Mycin M
Ether, Ethyl		Pharmaceutical Preparations
Ether, Ethyl		Muscle relaxants
Ether, Ethyl		decamethonium
Ether, Ethyl		Tubocurarine
sodium citrate		Gallamine
sodium citrate		Ether, Ethyl
sodium citrate		Curare
sodium citrate		Succinylcholine
sodium citrate		Coly Mycin M
sodium citrate		Pharmaceutical Preparations
sodium citrate		Muscle relaxants
sodium citrate		decamethonium
sodium citrate		Tubocurarine
Curare		Gallamine
Curare		Ether, Ethyl
Curare		sodium citrate
Curare		Succinylcholine
Curare		Coly Mycin M
Curare		Pharmaceutical Preparations
Curare		Muscle relaxants
Curare		decamethonium
Curare		Tubocurarine
Succinylcholine		Gallamine
Succinylcholine		Ether, Ethyl
Succinylcholine		sodium citrate
Succinylcholine		Curare
Succinylcholine		Coly Mycin M
Succinylcholine		Pharmaceutical Preparations
Succinylcholine		Muscle relaxants
Succinylcholine		decamethonium
Succinylcholine		Tubocurarine
Coly Mycin M		Gallamine
Coly Mycin M		Ether, Ethyl
Coly Mycin M		sodium citrate
Coly Mycin M		Curare
Coly Mycin M		Succinylcholine
Coly Mycin M		Pharmaceutical Preparations
Coly Mycin M		Muscle relaxants
Coly Mycin M		decamethonium
Coly Mycin M		Tubocurarine
Pharmaceutical Preparations		Gallamine
Pharmaceutical Preparations		Ether, Ethyl
Pharmaceutical Preparations		sodium citrate
Pharmaceutical Preparations		Curare
Pharmaceutical Preparations		Succinylcholine
Pharmaceutical Preparations		Coly Mycin M
Pharmaceutical Preparations		Muscle relaxants
Pharmaceutical Preparations		decamethonium
Pharmaceutical Preparations		Tubocurarine
Muscle relaxants		Gallamine
Muscle relaxants		Ether, Ethyl
Muscle relaxants		sodium citrate
Muscle relaxants		Curare
Muscle relaxants		Succinylcholine
Muscle relaxants		Coly Mycin M
Muscle relaxants		Pharmaceutical Preparations
Muscle relaxants		decamethonium
Muscle relaxants		Tubocurarine
decamethonium		Gallamine
decamethonium		Ether, Ethyl
decamethonium		sodium citrate
decamethonium		Curare
decamethonium		Succinylcholine
decamethonium		Coly Mycin M
decamethonium		Pharmaceutical Preparations
decamethonium		Muscle relaxants
decamethonium		Tubocurarine
Tubocurarine		Gallamine
Tubocurarine		Ether, Ethyl
Tubocurarine		sodium citrate
Tubocurarine		Curare
Tubocurarine		Succinylcholine
Tubocurarine		Coly Mycin M
Tubocurarine		Pharmaceutical Preparations
Tubocurarine		Muscle relaxants
Tubocurarine		decamethonium
Diuretics		Colestipol
Diuretics		Thiazide Diuretics
Colestipol		Diuretics
Colestipol		Thiazide Diuretics
Thiazide Diuretics		Diuretics
Thiazide Diuretics		Colestipol
Ritonavir		vardenafil
vardenafil		Ritonavir
Calcium Channel Blockers		Verapamil
Calcium Channel Blockers		Labetalol
Verapamil		Calcium Channel Blockers
Verapamil		Labetalol
Labetalol		Calcium Channel Blockers
Labetalol		Verapamil
Angiotensin-Converting Enzyme Inhibitors		Anti-Inflammatory Agents, Non-Steroidal
Anti-Inflammatory Agents, Non-Steroidal		Angiotensin-Converting Enzyme Inhibitors
